,review_id,user_id,business_id,stars,useful,funny,cool,text,date,sentiment
13403,wFsl0nAAKBV9vP7Bse985A,nkhu7NjlIEimaJ-QD8S3SA,tYYJYqbw1zasFUCqrkawKQ,5,0,0,0,"An exceeding vast and reasonably priced buffet that has almost anything you can want, similar to its sister restaurant at the Talking Stick Wandering Horse Buffet. Great on themed days such as all you can eat crab or prime rib plus the realistic dim sum buffet on weekdays.  Incredibly great desserts too and high quality.",2018-07-06 03:24:25,1
12506,JwKsMsbDralnO9LpRRZaIA,aHXRSlIIb5ikGShD65LXFQ,tYYJYqbw1zasFUCqrkawKQ,5,0,0,0,"It was our first time to Scottsdale and somebody suggested this place.  The dim sum included in the lunch buffet was top notch, the service 3/4 visits was terrific, the last day we had a different server who was good just not amazing like the previous 3 lunches.    The salads were also excellent.  $10 with drink included was the deal of the century!",2014-09-19 23:26:58,1
11585,jfSzY6NIUyNYF3PmzJG7LQ,uufubBI9EcKwFW7x_o9j8w,tYYJYqbw1zasFUCqrkawKQ,5,2,3,1,"ohhhhh what a pleasant, delicious, surprise this buffet was. :D Friday dinner = 14.50 per person, including soft drink, and the food is glorrrrioussss. GLORIOUS. I ate like.. 8 lbs of smoked salmon, orange roughy, marinated Mediterranean seafood salads, a few fancy raviolis, and grazed on really tasty salad, antipasti, cheeses, ceviche, AND ALL SORTS of other really delicious delicacies. YAAY. SUPER CLEAN. very well staffed, with attentive service. Cloth napkins! FANTSY. THIS is a luxury buffet, for the same price, or just a few bucks more than what one would typically pay a gross chain buffet, infested with big, scary, giant human mutant things. I cannot wait to return :D The freshness/quality quotient is super high, and the value is stellar.",2011-05-07 22:14:13,1
11600,80YS40BO7OPdM5yES0UFxw,uNKWgJMt61k99fJLCJDEgw,tYYJYqbw1zasFUCqrkawKQ,5,0,0,1,Great lunch buffet lots and lots of great food Asian Mexican and American food with tons of desserts great working staff and service,2014-08-14 21:13:30,1
12891,DFjSowtjiZopgxwbHiXG6Q,jYNy2RJ8U1ftwblKaX0PHg,tYYJYqbw1zasFUCqrkawKQ,5,0,0,0,"This buffet is really good!!!!!!!!!!!!!!  At first you will think,,,oh no,,,there is not a huge buffet  of choices here but they are going for quality instead of quantity!!!!!!!  Everything I tried was super delicious and fresh,,,you could tell it had been made that day.  They have wonderful fresh-tossed salads with quality ingredients like spinach and fresh mango,,also a fabulous fresh pea salad.  Chilled shrimp that had been properly deveined meticulously with plenty of cocktail sauce to serve yourself.  I had the best fall-off-the bone beef ribs and some wonderful fish that was tender and flaky.  Also tried a wonderful Italian wedding soup!  The dessert was wonderful too, we shared a  wedding-type white cake that was moist and had lots of yummy icing and they had fresh oriental almond cookies that were homemade and fantastic!!!  Also ice cream with toppings.  We will definitely be going back to this buffet!!!!!!!!!!!",2010-12-21 20:28:53,1
10500,8qL-Ev6YjJ-KyZpoWW6WiQ,tJ1Om5KXCtSRhbDzs5g8tw,tYYJYqbw1zasFUCqrkawKQ,1,0,0,0,"I have been here numerous times and each time it's gotten worse than the last. Yesterday was the final straw. The service has always been perfect, never a complaint however, the entire place smells like a nursing home. Urine soaked diapers to be exact. Never again.",2018-07-26 13:28:13,0
12876,-bUDgVJ0TxUxO7rJvFGEvg,y_4UdLKpt9nsojhndcE45g,tYYJYqbw1zasFUCqrkawKQ,1,1,1,0,"Went at opening, no breakfast food.  
I got sick, so I think they use msg.
There were fried onion rings fried shrimp fried fish stick things, grilled cheese?  Basically the simplest defrosted food you could think of.  You could tell from that boxed freezer food type batter. 

They're good about clearing plates and refilling the water, but there was not a single food that I could say wow this is  really good! I think I want to go get more.

I mean really, not 1 single thing was appetizing . 

This is the place you would go to shovel food in your mouth without tasting it. :/",2015-12-18 19:43:37,0
12795,yTAnj5HsRWuSimU8Iclttg,5W4D31XAfHW_t23tNaeuMA,tYYJYqbw1zasFUCqrkawKQ,1,0,0,0,My wife and I went here a couple of weeks ago on a Saturday night.  This place has gone way down in quality and variety.  It was not a good experience at all.  The menu options were very limited and the taste and quality of the food was poor.  We felt like they took our money for something that was only worth half the cost of the dinner.  We will not be going back.,2017-11-06 14:29:20,0
12608,Y3Gx_BsmESH79kPcdobelA,jPfONqo5q5SNz0Dh131W2Q,tYYJYqbw1zasFUCqrkawKQ,1,1,1,1,It is  a buffet on a very small scale. Sitting in the furthest table from the entrance to get away from ultra smoke filled casino. They have a shuttle from parking areas with a tip cup. Very limited handicap parking. The food is average at best . The selection is small and unexciting. You have to get lucky to find an item you settle for. Went sat around 5pm no crowd.Prime rip special full of 70% fat. What's edible is good not great. The sliced pork roast chewed like rubber. The one sweedsh meatball with polenta corn bread was the highlight of dinner. 7 out of ten. The fried chicken breast was 8 1/2 and I don't like fried chicken but not much else that looked appealing. Friendly server friendly cooks just worth about a $12 dinner with take what we got or tougher luck $21 plus tax per person for no selection is a no brainer. One and done. Pay the extra $15 and so to their sister hotel talking stick and the buffet and crab legs are excellent and no smoke what so ever. Forgot the deserts. Vanilla ice cream machine terrible ice creams. Cookies look good tastes them all yech yuck and double yech! Just terribly made cookies. I wouldn't go back with a free dinner buffet for life coupon nor would I recommend it too my enemies. They need a total overhaul of the buffet and the selections and the small size of the food displays. Rate them 1 star. The best was average the worst gets one bite and garbage. Sorry the worst reviews are 100% accurate. If you aren't used to eating good food on a daily basis then the reviews that praise this place dont know any better. Here you definitely don't get what you pay for. !!!! If your thinking of trying it better off getting some pizzas at Walmart. They give you 6 choices. A WALMART buffet would top this place hands down,2017-06-14 19:09:06,0
12535,B5cP6nfSBzBaV9TDjktbUw,-kvjri-HG-LsJXpx1HoB7g,tYYJYqbw1zasFUCqrkawKQ,1,2,0,0,"Last year when my father came to visit we tried the all you can eat crab buffet and it was delicious.  However, this past Thursday evening we stood in line for one and a half hours for the worst crab legs I have ever eaten.  There was hardly any ""meat"" and the crabs were watery.  Apparently, they were caught during the final stage of the molting cycle.  This was a huge disappointment as we were looking forward to it and I had even invited a friend.  Not to mention, a waste of an hour and a half and oh yeah, $60.00.",2017-01-09 23:34:23,0
7229,1WlNxtTiYoA2jP356JoJiQ,huVIcRaD5l2v7h4NBYgpcg,wtDLILBaj5BGEbYvWGfNUw,5,0,0,0,We love this place. The owner/manager is very welcoming and friendly. Our favorite combination is the maple bacon.,2018-01-21 14:38:44,1
7410,_aYFyAg2bP9LlKxmnuQMCQ,W8aEASiNd_dNKSenrvSGHg,wtDLILBaj5BGEbYvWGfNUw,5,0,0,1,"Very clean, friendly store! The donuts smell amazing! They are very fresh, just out of the oven warm. Never had a better donut anywhere! I hope they expand however. I believe the south hills has the only location!",2018-02-15 13:50:40,1
7659,Lqy3hn8JfxSjuRFHAB58dA,XEvNUlWc7iny4dbqMrz5Lw,wtDLILBaj5BGEbYvWGfNUw,5,1,0,0,"This was my first experience at Duck Donuts but it won't be my last!!! All I can say is WOW! The service was awesome, friendly and fast... I'm glad I only got a half dozen this time cause I would have eaten any leftovers, but once I got them to home, the family devoured them so no worry on overindulging... love that they post the calorie counts on the board too. Definitely a treat worth eating once in a while. Repeat customer for sure! Welcome to the neighborhood Duck Donuts :-)",2017-07-06 22:21:44,1
7652,ZW39_BKxqMRaxZv9rzdmqQ,UdbvIleQQfqiFBFxD1Ckug,wtDLILBaj5BGEbYvWGfNUw,5,1,0,2,"I've been going to the Duck Donuts in Duck, NC since I was a little kid. In my opinion, they're the best donuts you can get anywhere. I was hesitant to try them here because I didn't want to ruin a special vacation thing. But I have to admit it was nice to get a little taste of vacation. Once a year at the beach is just not often enough for these delicious donuts. 
If you go, step out of your typical donut order and try some of their creations. You won't regret it.",2018-05-07 13:01:40,1
7635,hFNyNE1TXmxUuQvtXkHLjg,RXDQ8iusWFqiLHyrtasg0Q,wtDLILBaj5BGEbYvWGfNUw,5,4,1,1,"Stopped in pouring rain at 6:30am Columbus Day after a stay at the Crown Plaza. 
These donuts remind me of the fried cakes from the old 1980's Downey Flake in Syr, NY. 
We got ours as cinnamon sugared. 
Fabulous, little crisp & tender inside. 
I would say though - I think the frosting toppings are foolish as they will melt. 
But powdered sugar & cinnamon wonderful! 
Their coffee was good as well.",2017-10-09 13:47:41,1
7710,_Ys1jL0BVUFNrl10Uh_V0A,HgORY_l-za-s4_uwsvybFg,wtDLILBaj5BGEbYvWGfNUw,1,0,0,0,My neighbor brought me a plain iced one . Im not into cake doughnuts that much and it was ok. Guess adding all those toppings make it? Very expensive too Their menu doesnt have prices but on google it does and well I wont pay $$$ for these. I like Dunken doughnuts better!,2017-08-02 00:53:58,0
7686,zNTLmUhSycdgPMY_eFlipQ,fmzIm7RxEdii5Jz44PtO7g,wtDLILBaj5BGEbYvWGfNUw,2,15,6,9,"I know you all are going to hate me for this but needless to say I wasn't to thrilled about this place. It is basically take out but they have a couple of tables if you want to eat in. First of all I want to preface that whatever they make here is made with donuts.

When I arrived I ripped off a sheet where you can choose the number of donuts you want, toppings, glaze, and drizzle. They were giving out samples of sugared cinnamon donuts which I thought was a bit too much for me. Oh yes, they are also into souvenir shopping if you want to buy Tees and little rubber duckies. Some even have Pittsburgh written on it.

If you want a breakfast sandwich you can have it made with donuts. Care for a sundae? You can have a donut base with it. They do offer one special for $5.00 with the purchase of two donuts and a beverage. Since I was planning to go out to lunch I was only interested in a plain simple blueberry donut without all the frills. Coffee and tea is available from self serve machines.

i went to pay for my donut which came to a grand total of $1.40 since I didn't want all the stuff that you can get with it. Yes, if you customize it you pay more. They also provide the calorie count of each item if you are watching your weight or carbs. I was then given a number and in a few minutes my donut was served to me boxed.

The only good thing I liked about it was that it was soft and warm since it was made fresh. But it had no blueberry taste to it whatsoever. It just tasted like a plain donut! Hey if I'm buying a blueberry donut then I would expect to see some tiny pieces in it or at least taste it. Since I needed to be somewhere I didn't get the opportunity to complain about this matter.

I'm not a big donut fan but I do know that I prefer cake donuts to glazed over anytime. This store is a novelty and again I feel it is to bring something different in this new mall they are creating off Siena Dr. Expect long lines because people are usually ordering up to a dozen to take home and it is family oriented. Located next to the new Nothing Bundt cakes they are open early am through mid afternoon.",2017-07-26 22:10:53,0
7645,I7sMZOJBrYJeXHwOhpN2zQ,NQBQj7tHxETHf4PDkAtKUA,wtDLILBaj5BGEbYvWGfNUw,2,2,0,0,"I stopped in here the other day to see what all the hype is about. On pulling into the shopping center it's very dead and this not much of a sign showing it's here. The parking lot was pretty empty being it was around 1230 1pm. On entering the store it was empty and sadly I was not greeted by the girl working. Being my first time here I was not to sure what to do but I found the paper and pencil to check off what you want. I walked up to the counter and handed it to the girl. It was surprisingly cheap running about $1.50 for a donut with toppings. The drinks where all around $2 to $4 bucks. I decided just to have some water but they give you very tiny cups. They did offer some shirts and other promotional stuff. I decided to get the chocolate, peanuts and salted caramel donuts. I don't think it was a good choice being I only ate half of it. The chocolate was just a bit to much and the donut had to much of a cake like taste. I had half and tossed it being to sweet for me. My experience did not stand up to the hype and sadly overall I don't think I'll be returning.",2018-03-02 14:33:45,0
7592,WPwicF7j3Rn054SgwdCmOw,2JjI8DCyrpabtg36iL5lrw,wtDLILBaj5BGEbYvWGfNUw,2,0,0,0,"Maybe I was expecting too much.  Maybe I waited too long to eat them, but they were just kind of like regular donuts.  Not out of this world great and a little pricey.  One thing that I can say is that they weren't too sweet.  They definitely looked like they were going to be knock-your-socks off, goo-ball type of sweet, but they were actually very pleasant tasting.",2017-11-13 17:52:53,0
7454,roKmxlE8ysYwM57ElXRkLw,vZJlNHfH0GFuIzI2qmSxIg,wtDLILBaj5BGEbYvWGfNUw,2,1,0,0,"Warm, soft, very ordinary tasting cake doughnuts with your choice of toppings. $1.40 is the cost of a single doughnut. I like the glazed, mixed berry-filled yeast doughnuts from the nearby Whole Foods a lot better.",2017-07-14 14:02:04,0
28,1stKQnXzQJjq2lDjuUOizg,tgcVuprAO8QQIqGN_OapZg,Mnu3EPpuzu3UUN1PIwFRoQ,5,0,0,0,"The food here is fabulous. You can build your dinner by picking your pasta, sauce, and top. I had the spinach fettuccine with bolognese sauce,and eggplant parmesan for the topper. It was delicious! My three companions enjoyed their food as well. Everything is made fresh onsite including three kinds of cheesecake. It's casual but nice- you order at the register, and they bring the food to you. They don't serve wine, but we brought a bottle of wine and paid a five dollar corking fee. I'll definitely go back.",2018-06-09 02:33:30,1
1731,e_vMUAaBcL7hMdV9PwRtVg,QYBHOdnJKo2a2jnXDlQntg,Mnu3EPpuzu3UUN1PIwFRoQ,5,0,0,0,"Went in this evening on a recommendation.  Ordered the garlic cheese bread as an app.  It was delicious, plenty of garlic.  Maybe could have used some additional cheese but then again I love cheese.

For my meal I order the baked ziti.  I have to say, as someone who grew up in the Philly area and loved my Italian food from South Philly, this ziti was OUTSTANDING.  Everything was fresh and delicious.  

The business has only been opened since May so the word isn't out like it should be.  Go visit, you won't be disappointed.",2018-08-14 02:32:08,1
1215,6WaZST0ezoQ_WHbnDVLO1Q,zljcwjENAhiqUOmdBPN-uA,Mnu3EPpuzu3UUN1PIwFRoQ,5,0,0,0,"A great little locally owned restaurant. They make all of their own pastas, sauces, and desserts. Food was delicious and a great value for the price, everyone in our group left full and most entrees were in the  $10 range. They also make a lot of their dishes as quick to go orders, just walk in grab them and go. Sadly we are from out of town or we would be here all the time. We wish we had something similar in our area.",2018-06-24 20:47:47,1
1226,TkgSyXb0XRFYUsNcLTlQYg,0In6hKqbv3eyzJGWJiG5Ig,Mnu3EPpuzu3UUN1PIwFRoQ,5,0,0,0,"Our family was craving pasta and decided to check this place out since the reviews were so good and I can honestly say it was amazing. The service was wonderful, everyone was very knowledgeable and polite. The food portions were very generous and very reasonably priced. You even get a basket of homemade focaccia bread when you first sit down. Everything is made to order and I could definitely taste the freshness! The Baked Short Rib Cannelloni was to die for, we were all fighting over it. Such a unique and flavorful pasta dish. Highly recommend giving this place a try!",2018-08-04 04:11:27,1
1292,aHgwtd8hzqAuS-N7e8BCNQ,Hzx8IxcZYBU-8jjXbhfq0g,Mnu3EPpuzu3UUN1PIwFRoQ,5,0,0,0,Delicious food & great prices! A must try place! Very vegan/vegetarian friendly place. They make all their pasta and bread in house fresh. They have amazing coffee selection.I would go back to this place.,2018-10-01 05:29:37,1
27,ViIWfTk9_JyGrnlKfGF_ZA,AkvmYkibgKhVXbVhbdMiLw,Mnu3EPpuzu3UUN1PIwFRoQ,1,4,1,1,"We had high hopes, I had the stromboli lunch express, the meat was cold inside and the bread tasted like it had flour on it, another had the prosciutto panino and the meat was fatty and bread would not hold together, another had cheese ravioli appetizers was greasy, cold, and tasteless. Also the menu says 6 ravioli and we only received 4. The salad was nothing special. I am not sure how Maui has anything to do with the place. Finally the lunch express is promised in 10 minutes, we waited 20.",2018-03-23 19:48:56,0
1922,Xcr-8Am8QqHHvJ8sQR1PAQ,Kc6XuLUoy0rRtZzI_sYYbQ,Mnu3EPpuzu3UUN1PIwFRoQ,1,5,18,3,"Mother told me if you cant say something nice don't say anything at all. ................seriously folks, 7 employees trying to look busy, while I, the ONLY CUSTOMER, is waiting for a cold cut sandwich. 20 minutes,,,I looked back in the kitchen cause I thought they were waiting for Jimmy Johns to deliver it. But, there was a cook.  The sandwich was good but 20 minutes?  The manager, I assume he was the manager because he was the only adult, came up to me to ask how I enjoyed my lunch.  I told him if it takes much longer to prepare you can ask me how I enjoyed my dinner. 

What I really don't understand is why they serve a sandwich for take out on a nice plate. I included a picture of my sandwich, on a dinner plate, sitting on the front seat of my car.",2018-04-20 21:27:08,0
1594,VLQRTz_WQAB5Bv_LPza1EQ,2fcsIjTS0T8Q92sFGUCi0g,Mnu3EPpuzu3UUN1PIwFRoQ,2,0,0,0,"Have tried this place twice through uber eats. Both orders had missing items - ravioli says 6 per order and only received 4.. order 1 cheese and 1 butternut and received only butternut. Order the caramel cheesecake and receive strawberry. The cannoli was very sour and disgusting, had almost a vinegar smell and taste. We really wanted to like this place, but based on our experience cannot recommend and will not be trying for a third time.",2018-08-20 02:07:05,0
1887,wkyKD2OQH7oMuXN2rmPadA,prwAHNASEunJx6hDBvBMlg,Mnu3EPpuzu3UUN1PIwFRoQ,2,4,0,0,"They clearly have good intentions and are trying...nevertheless, after visiting Maui Pasta for our 4th dinner experience since opening early in April, we've decided to give up... The Bolognese sauce is pretty good, the Caprese salad is fine, the pastas are OK, a tad bit overdone for my taste; but I'm a bit disappointed in a restaurant that serves Italian pastas and doesn't have fresh ground pepper available for their diners, nor do they offer any ground cheese...and when we asked for some cheese they brought us essentially a teaspoon of grated parmesan...Duh!  And I have a major disagreement with ordering our meal at the front counter and being asked to make a decision on the gratuity before experiencing the food or service... That's just very inconsiderate to the patron....and frankly, it's dumb.  We wish them well, but will not go back.",2018-05-31 15:52:44,0
856,PswPJ_jSR1E9TFKgf7Q9Ug,pCe3C2dcPZE0yEvYhAM1Yg,Mnu3EPpuzu3UUN1PIwFRoQ,3,0,0,0,"Although the food was good, I didn't think much of the plastic cups for water, soda, etc. The beer was in a glass. The wait staff was confused,  one check had a weird charge and they forgot someone's order. We were the only ones there. So it wasn't busy. Kinda disappointed.",2018-08-20 00:56:06,0
13451,tpY9jZnyyCLCeHMm8pnqBA,b2hAEFUVGDXFv5KsbMYrVg,MrSHPvHVdE_VzVN7iRz45Q,5,0,0,0,I love love love Enso! Their ginger dressing is the best I've ever had!!!! You have to try the Yum Yum Roll and their tempura. They have such a hospitable serving crew! My favorite server is Jason. He always recommends something that I fall in love with!,2014-11-08 00:41:22,1
12095,ndyWwbf_DHFs0OG6ZM7pkQ,vKUlUXLVylwdttu7h1_Y5Q,MrSHPvHVdE_VzVN7iRz45Q,5,4,1,2,"From the absolutely stunning decor and perfect placement for a lounge area I was in love the second I walked in.  Drink wine and eat sushi while lounging on a couch? I'm IN!  My g/f and I had a late night run here a few days ago after a Checkers game.  

I think what I remember most was the lighting.  I hate a restaurant that doesn't understand lighting = mood.  This place does and does it right.  The service was spot on and very attentive.  The sushi was incredibly fresh and presentation was perfect as well.  

I will certainly be back, this place is one of my ""must haves"" from now on when looking for a more contemporary and exotic sushi dining experience.  

Next time I go, I hope to have a group with me so I can experience what appeared to be ""The King's Table""....high back chairs (leopard print?) near the exterior storefront.  Don't judge me, it appeals to me ok? Lol...

ENSO....fo sho!",2011-05-06 20:33:18,1
12509,VD7ZKImBatR38YPuCsDn7A,Bl4einvwmEb6v1Y6bx5f1g,MrSHPvHVdE_VzVN7iRz45Q,5,0,0,0,"Dinner at Enso was amazing. We had a party of 4 and our server was Chrissy. She was fun, awesome and knew exactly we wanted to eat. We had a blast, the dinner was delicious and the drinks were on point. If you go def ask for Chrissy, she knows what's up.",2014-07-22 23:43:45,1
12458,8ck4-NZN8Agmx5DKKYdjEg,8epiSaj_zLzWpRIY18eojw,MrSHPvHVdE_VzVN7iRz45Q,5,0,0,0,"I had the Kiss me roll and it was delicious and different! Hero, our server, was very pleasant and accommodating. I  will definitely go back and recommend this place. Lovely ambiance!",2015-04-10 19:26:57,1
13188,s4HgafrknIxIcTQLt68oTw,JmoH7I7jkA3KH_kSfzFiqg,MrSHPvHVdE_VzVN7iRz45Q,5,1,1,1,"I ate here for the first time last night with a girlfriend. We showed up without reservations and with a 35 minute table wait, we opted to sit immediately at the Sushi Bar. The atmosphere was very nice - modern, clean, hip. The music was great - the perfect pre-game vibe you'd hope for during dinner at the Epicenter. 
I ordered the Lucy Lui Cosmo - excellent. At the manager's suggestion, we ordered some Sake2Me which was very different, summery and refreshing. For dinner we ordered a bunch of appetizers and thought they were all out of this world. We especially enjoyed the lettuce wraps and the vegetarian maki roll was hands down the best maki I've ever eaten. I thought our main dishes wouldn't be able to top the starters, but boy I was wrong! My spice-lovin' friend ordered the Sechuan Chicken and I got the Gonzo Chicken. We could have died and gone to Heaven! Our dishes were very different, but so flavorful, so well seasoned and savory, and the chicken just melted in the mouth. 
The service was great. It was a busy night, but our waiter was very attentive, refilling wine glasses, promptly appearing between courses, and was friendly and helpful when asked for his course and wine suggestions. The manager-  who I noticed was very hands-on, helping staff and guests with various needs and special requests - came over to ensure we'd had the optimal dining experience, and was interested and engaging to chat with.
Overall, my friend and I were very impressed with our first experience at Enso and we'll definately be returning in the near future. It's by far the best restaraunt in the Epicenter, and it was - from start to finish - the best meal I've eaten in a very long time!",2010-08-07 21:01:26,1
12083,s_10fHn18bGUlYxCoX0EOQ,Wp4I-VWw1E_I9JNvmi_JJQ,MrSHPvHVdE_VzVN7iRz45Q,1,1,0,0,Had the Asian ceviche and nigiri platter. The ceviche was tasteless and put in a food processor. Fish and All. It was awful. The nigiri rice fell apart and the waitress never once came back to ask how the meal away. Overpriced and not worth it. I don't care if it is in the epicenter. I will never eat there again.,2014-05-16 02:47:40,0
11433,b4mGzH_8FgQ4JAJce3rHkA,Ijy0DEttLcrnokWkH5eSuQ,MrSHPvHVdE_VzVN7iRz45Q,1,1,0,0,Worst experience I've had in Charlotte ever. Ordered sushi and a glass of beer. Beer came after 30mins and the sushi NEVER SHOWN UP till I decided to cancel it and leave after 50+ mins of waiting.,2016-03-21 00:03:47,0
11489,nTXGWYrxo2h44zVcXNk1qQ,-v25t-vc6cK2-tFfDaxqig,MrSHPvHVdE_VzVN7iRz45Q,1,0,0,0,"Can't leave a review because the host never sat us. We Arrived at noon on a Friday, peak lunch hour. 75% of the tables were empty, and there was only one group in front of us. We stood around for nearly 10 minutes waiting, no host ever came out to greet us, nor the group in front of us. Saw a couple of waiters walking back and forth, they glanced at us a few times but acted like we were invisible. Meanwhile,  the line of customers waiting to be seated keeps growing.  We finally left. Don't know how this place stays in business.",2016-08-07 22:45:19,0
11502,SSae6uITPVJkoiB2fQtObw,NsxeGRkxu106uotU2gWAYQ,MrSHPvHVdE_VzVN7iRz45Q,1,1,1,0,"Came in on a Saturday afternoon for a quick snack of what has been advertised as the ""best sushi"" in town but was totally underwhelmed. 

The service was slow and limited, the server kept disappearing for long periods of time. The sushi selection was not good at all, most rolls contains either cream cheese (ew!) or tempura. We found a roll that seemed like it would be ok (the Tom Tom) and it was tiny and flavorless for $17. The spicy tuna roll was not spicy at all. The sashimi was the only decent part, the ""tuna"" was ok, the octopus was average, and the salmon was good. 

I wasn't expecting Tsukiji fish market quality rolls, but I also did not expect crap.",2014-05-12 17:24:50,0
